case,scenario,ai_load_bus,ai_load_mw,bess_bus,bess_power_mw,bess_energy_mwh,baseline_success,bess_success,baseline_max_loading,bess_max_loading,congestion_reduction,baseline_min_voltage,bess_min_voltage
ieee30,ai_data_center_50mw_bus_19,19,50.0,28,50,100,True,True,176.44161101331775,182.31174297154377,-5.870131958226011,0.899502555453738,0.8994513124179458
ieee30,ai_data_center_50mw_bus_19,19,50.0,29,50,100,True,True,176.44161101331775,182.567159044747,-6.125548031429247,0.899502555453738,0.8994502987804793
ieee30,ai_data_center_50mw_bus_2,2,50.0,1,50,100,True,True,112.15734637075674,112.1877581756061,-0.0304118048493649,0.9526101302858013,0.952307011142372
ieee30,ai_data_center_50mw_bus_2,2,50.0,2,50,100,True,True,112.15734637075674,111.9319713152974,0.22537505545933811,0.9526101302858013,0.9574665838987566
ieee30,ai_data_center_50mw_bus_2,2,50.0,3,50,100,True,True,112.15734637075674,111.89626395832946,0.26108241242728525,0.9526101302858013,0.9581702834423576
ieee30,ai_data_center_50mw_bus_2,2,50.0,6,50,100,True,True,112.15734637075674,112.06992572393769,0.08742064681905504,0.9526101302858013,0.9582932943284558
ieee30,ai_data_center_50mw_bus_2,2,50.0,7,50,100,True,True,112.15734637075674,97.29662146092329,14.86072490983345,0.9526101302858013,0.9648087745743353
ieee30,ai_data_center_50mw_bus_2,2,50.0,9,50,100,True,True,112.15734637075674,110.04486496983674,2.1124814009200037,0.9526101302858013,0.959589696219054
ieee30,ai_data_center_50mw_bus_2,2,50.0,11,50,100,True,True,112.15734637075674,110.50271503992317,1.654631330833567,0.9526101302858013,0.9583138257165871
ieee30,ai_data_center_50mw_bus_2,2,50.0,13,50,100,True,True,112.15734637075674,136.88849645046116,-24.73115007970442,0.9526101302858013,0.9580357407215883
ieee30,ai_data_center_50mw_bus_2,2,50.0,14,50,100,True,True,112.15734637075674,114.76109374951322,-2.6037473787564807,0.9526101302858013,0.9579698234955237
ieee30,ai_data_center_50mw_bus_2,2,50.0,15,50,100,True,True,112.15734637075674,182.79734036011337,-70.63999398935663,0.9526101302858013,0.9587359968768165
ieee30,ai_data_center_50mw_bus_2,2,50.0,16,50,100,True,True,112.15734637075674,110.12782205266483,2.029524318091916,0.9526101302858013,0.9593458443749251
ieee30,ai_data_center_50mw_bus_2,2,50.0,17,50,100,True,True,112.15734637075674,174.6105782809949,-62.45323191023816,0.9526101302858013,0.9584516734243024
ieee30,ai_data_center_50mw_bus_2,2,50.0,18,50,100,True,True,112.15734637075674,110.00897208634942,2.148374284407325,0.9526101302858013,0.9588082917610105
ieee30,ai_data_center_50mw_bus_2,2,50.0,19,50,100,True,True,112.15734637075674,110.024233027298,2.1331133434587457,0.9526101302858013,0.9589585114064598
ieee30,ai_data_center_50mw_bus_2,2,50.0,20,50,100,True,True,112.15734637075674,109.66537956769149,2.491966803065253,0.9526101302858013,0.9579038915479354
ieee30,ai_data_center_50mw_bus_2,2,50.0,22,50,100,True,True,112.15734637075674,237.4238486635544,-125.26650229279765,0.9526101302858013,0.9566333320867987
ieee30,ai_data_center_50mw_bus_2,2,50.0,23,50,100,True,True,112.15734637075674,184.50427666209765,-72.34693029134091,0.9526101302858013,0.9573748807498279
ieee30,ai_data_center_50mw_bus_2,2,50.0,25,50,100,True,True,112.15734637075674,265.20372259859977,-153.04637622784304,0.9526101302858013,0.9572295381653448
ieee30,ai_data_center_50mw_bus_2,2,50.0,28,50,100,True,True,112.15734637075674,176.89110837899352,-64.73376200823678,0.9526101302858013,0.9572833186548939
ieee30,ai_data_center_50mw_bus_2,2,50.0,29,50,100,True,True,112.15734637075674,148.9118372715298,-36.754490900773064,0.9526101302858013,0.9572901505519906
ieee30,ai_data_center_50mw_bus_20,20,50.0,1,50,100,True,True,179.97190344609885,180.01629528192774,-0.044391835828889725,0.9527830428774738,0.9525434467249544
ieee30,ai_data_center_50mw_bus_20,20,50.0,2,50,100,True,True,179.97190344609885,177.57352081587814,2.398382630220709,0.9527830428774738,0.957241754529141
ieee30,ai_data_center_50mw_bus_20,20,50.0,3,50,100,True,True,179.97190344609885,176.91113036397314,3.0607730821257064,0.9527830428774738,0.9584506858810343
ieee30,ai_data_center_50mw_bus_20,20,50.0,6,50,100,True,True,179.97190344609885,176.1890573681274,3.782846077971442,0.9527830428774738,0.9588400600449246
ieee30,ai_data_center_50mw_bus_20,20,50.0,7,50,100,True,True,179.97190344609885,175.19104691030182,4.780856535797028,0.9527830428774738,0.9655182854781283
ieee30,ai_data_center_50mw_bus_20,20,50.0,9,50,100,True,True,179.97190344609885,161.9250566801978,18.04684676590105,0.9527830428774738,0.9618233213487783
ieee30,ai_data_center_50mw_bus_20,20,50.0,11,50,100,True,True,179.97190344609885,182.9434263656225,-2.9715229195236645,0.9527830428774738,0.9596835313478078
ieee30,ai_data_center_50mw_bus_20,20,50.0,13,50,100,True,True,179.97190344609885,184.22423006389573,-4.252326617796882,0.9527830428774738,0.9594755612420175
ieee30,ai_data_center_50mw_bus_20,20,50.0,14,50,100,True,True,179.97190344609885,185.0125929405453,-5.04068949444644,0.9527830428774738,0.9595588126085665
ieee30,ai_data_center_50mw_bus_20,20,50.0,15,50,100,True,True,179.97190344609885,226.97131327345713,-46.99940982735828,0.9527830428774738,0.9604599423625201
ieee30,ai_data_center_50mw_bus_20,20,50.0,16,50,100,True,True,179.97190344609885,166.09425713824794,13.87764630785091,0.9527830428774738,0.9614311884781458
ieee30,ai_data_center_50mw_bus_20,20,50.0,17,50,100,True,True,179.97190344609885,197.86630077007524,-17.894397323976392,0.9527830428774738,0.9602473977135884
ieee30,ai_data_center_50mw_bus_20,20,50.0,18,50,100,True,True,179.97190344609885,173.06918839580575,6.9027150502930965,0.9527830428774738,0.9607411493059945
ieee30,ai_data_center_50mw_bus_20,20,50.0,19,50,100,True,True,179.97190344609885,170.82595787077784,9.145945575321008,0.9527830428774738,0.9609608196228583
ieee30,ai_data_center_50mw_bus_20,20,50.0,20,50,100,True,True,179.97190344609885,123.8331270614654,56.138776384633445,0.9527830428774738,0.9603527174254911
ieee30,ai_data_center_50mw_bus_20,20,50.0,22,50,100,True,True,179.97190344609885,213.55242667010884,-33.580523224009994,0.9527830428774738,0.9583263471944434
ieee30,ai_data_center_50mw_bus_20,20,50.0,23,50,100,True,True,179.97190344609885,252.27038494315167,-72.29848149705282,0.9527830428774738,0.9593665174080116
ieee30,ai_data_center_50mw_bus_20,20,50.0,25,50,100,True,True,179.97190344609885,265.34194825561127,-85.37004480951242,0.9527830428774738,0.9587439399954839
ieee30,ai_data_center_50mw_bus_20,20,50.0,28,50,100,True,True,179.97190344609885,186.45176528329503,-6.479861837196182,0.9527830428774738,0.9587117545509454
ieee30,ai_data_center_50mw_bus_20,20,50.0,29,50,100,True,True,179.97190344609885,186.47044485364444,-6.498541407545588,0.9527830428774738,0.9587216337197284
ieee30,ai_data_center_100mw_bus_19,19,100.0,1,50,100,True,True,325.1774717081736,324.8854521272815,0.292019580892088,0.7988983771410264,0.7988927527740858
ieee30,ai_data_center_100mw_bus_19,19,100.0,2,50,100,True,True,325.1774717081736,325.5118961105911,-0.33442440241753957,0.7988983771410264,0.8004859935775487
ieee30,ai_data_center_100mw_bus_19,19,100.0,3,50,100,True,True,325.1774717081736,325.53045620294813,-0.35298449477454596,0.7988983771410264,0.8009792874502786
ieee30,ai_data_center_100mw_bus_19,19,100.0,6,50,100,True,True,325.1774717081736,322.46609902704313,2.711372681130456,0.7988983771410264,0.8009544272839042
ieee30,ai_data_center_100mw_bus_19,19,100.0,7,50,100,True,True,325.1774717081736,321.7911709038847,3.386300804288908,0.7988983771410264,0.8016298753083512
ieee30,ai_data_center_100mw_bus_19,19,100.0,9,50,100,True,True,325.1774717081736,308.96553647246503,16.21193523570855,0.7988983771410264,0.8070050577222868
ieee30,ai_data_center_100mw_bus_19,19,100.0,11,50,100,True,True,325.1774717081736,350.05717592419137,-24.879704216017785,0.7988983771410264,0.800283552173915
ieee30,ai_data_center_100mw_bus_19,19,100.0,13,50,100,True,True,325.1774717081736,361.16497714155764,-35.98750543338406,0.7988983771410264,0.8017040029910388
ieee30,ai_data_center_100mw_bus_19,19,100.0,14,50,100,True,True,325.1774717081736,375.82674202355895,-50.649270315385365,0.7988983771410264,0.8071739431089778
ieee30,ai_data_center_100mw_bus_19,19,100.0,15,50,100,True,True,325.1774717081736,328.2660142833894,-3.088542575215797,0.7988983771410264,0.8027608261494616
ieee30,ai_data_center_100mw_bus_19,19,100.0,16,50,100,True,True,325.1774717081736,307.838396352921,17.33907535525259,0.7988983771410264,0.8057340697804136
ieee30,ai_data_center_100mw_bus_19,19,100.0,17,50,100,True,True,325.1774717081736,436.50231948786296,-111.32484777968938,0.7988983771410264,0.8368502740113212
ieee30,ai_data_center_100mw_bus_19,19,100.0,18,50,100,True,True,325.1774717081736,210.0463958067102,115.13107590146339,0.7988983771410264,0.8601295675541759
ieee30,ai_data_center_100mw_bus_19,19,100.0,19,50,100,True,True,325.1774717081736,188.3838826258327,136.79358908234087,0.7988983771410264,0.8732071624422363
ieee30,ai_data_center_100mw_bus_19,19,100.0,20,50,100,True,True,325.1774717081736,308.5997477674557,16.577723940717874,0.7988983771410264,0.7995760468050438
ieee30,ai_data_center_100mw_bus_19,19,100.0,22,50,100,True,True,325.1774717081736,353.3957379080581,-28.21826619988451,0.7988983771410264,0.7955501085852006
ieee30,ai_data_center_100mw_bus_19,19,100.0,23,50,100,True,True,325.1774717081736,327.61844615585176,-2.4409744476781725,0.7988983771410264,0.7976004812736566
ieee30,ai_data_center_100mw_bus_19,19,100.0,25,50,100,True,True,325.1774717081736,325.74619355474886,-0.5687218465752721,0.7988983771410264,0.7992008710432408
ieee30,ai_data_center_100mw_bus_19,19,100.0,28,50,100,True,True,325.1774717081736,324.55652012472945,0.620951583444139,0.7988983771410264,0.7999099991841371
ieee30,ai_data_center_100mw_bus_19,19,100.0,29,50,100,True,True,325.1774717081736,324.5555825549576,0.6218891532159887,0.7988983771410264,0.799911204614862
ieee30,ai_data_center_100mw_bus_2,2,100.0,1,50,100,True,True,112.55119333193468,112.5835154198378,-0.032322087903111196,0.9434700827038827,0.9432435002145756
ieee30,ai_data_center_100mw_bus_2,2,100.0,2,50,100,True,True,112.55119333193468,112.27139610518431,0.2797972267503752,0.9434700827038827,0.9493565892585466
ieee30,ai_data_center_100mw_bus_2,2,100.0,3,50,100,True,True,112.55119333193468,112.24522892630937,0.3059644056253177,0.9434700827038827,0.9497257702160016
ieee30,ai_data_center_100mw_bus_2,2,100.0,6,50,100,True,True,112.55119333193468,112.436882189564,0.1143111423706813,0.9434700827038827,0.9479883847545673
ieee30,ai_data_center_100mw_bus_2,2,100.0,7,50,100,True,True,112.55119333193468,100.60398873087047,11.947204601064215,0.9434700827038827,0.949329321753473
ieee30,ai_data_center_100mw_bus_2,2,100.0,9,50,100,True,True,112.55119333193468,110.34621301673191,2.204980315202775,0.9434700827038827,0.949433179377382
ieee30,ai_data_center_100mw_bus_2,2,100.0,11,50,100,True,True,112.55119333193468,110.81352516816851,1.7376681637661733,0.9434700827038827,0.9497834390622952
ieee30,ai_data_center_100mw_bus_2,2,100.0,13,50,100,True,True,112.55119333193468,137.0377517762791,-24.48655844434441,0.9434700827038827,0.9494845315731216
ieee30,ai_data_center_100mw_bus_2,2,100.0,14,50,100,True,True,112.55119333193468,113.93565083674156,-1.3844575048068748,0.9434700827038827,0.9492809810247363
ieee30,ai_data_center_100mw_bus_2,2,100.0,15,50,100,True,True,112.55119333193468,181.55341619072252,-69.00222285878783,0.9434700827038827,0.9497015517797149
ieee30,ai_data_center_100mw_bus_2,2,100.0,16,50,100,True,True,112.55119333193468,110.43098503126738,2.1202083006673007,0.9434700827038827,0.9495245575729278
ieee30,ai_data_center_100mw_bus_2,2,100.0,17,50,100,True,True,112.55119333193468,173.85009356889788,-61.29890023696319,0.9434700827038827,0.9492451973724094
ieee30,ai_data_center_100mw_bus_2,2,100.0,18,50,100,True,True,112.55119333193468,110.3106950884041,2.240498243530581,0.9434700827038827,0.9493128720318208
ieee30,ai_data_center_100mw_bus_2,2,100.0,19,50,100,True,True,112.55119333193468,110.32621343154727,2.2249799003874102,0.9434700827038827,0.9493169593289593
ieee30,ai_data_center_100mw_bus_2,2,100.0,20,50,100,True,True,112.55119333193468,109.96467653470046,2.586516797234225,0.9434700827038827,0.9483489098404876
ieee30,ai_data_center_100mw_bus_2,2,100.0,22,50,100,True,True,112.55119333193468,238.04595615859924,-125.49476282666456,0.9434700827038827,0.9475489082480902
ieee30,ai_data_center_100mw_bus_2,2,100.0,23,50,100,True,True,112.55119333193468,184.3051944047629,-71.7540010728282,0.9434700827038827,0.9479486574673458
ieee30,ai_data_center_100mw_bus_2,2,100.0,25,50,100,True,True,112.55119333193468,265.2117205523679,-152.66052722043324,0.9434700827038827,0.9475206316178302
ieee30,ai_data_center_100mw_bus_2,2,100.0,28,50,100,True,True,112.55119333193468,176.89110837899372,-64.33991504705904,0.9434700827038827,0.9475011817925864
ieee30,ai_data_center_100mw_bus_2,2,100.0,29,50,100,True,True,112.55119333193468,150.8470911151437,-38.29589778320903,0.9434700827038827,0.9475079108079157
ieee30,ai_data_center_100mw_bus_20,20,100.0,1,50,100,True,True,273.10029515821094,273.11732828875034,-0.01703313053940292,0.9417194841643803,0.941534086784636
ieee30,ai_data_center_100mw_bus_20,20,100.0,2,50,100,True,True,273.10029515821094,270.2628300438666,2.8374651143443543,0.9417194841643803,0.9466908171308103
ieee30,ai_data_center_100mw_bus_20,20,100.0,3,50,100,True,True,273.10029515821094,269.4063558637681,3.6939392944428278,0.9417194841643803,0.9481569592783102
ieee30,ai_data_center_100mw_bus_20,20,100.0,6,50,100,True,True,273.10029515821094,268.73811478139805,4.362180376812887,0.9417194841643803,0.9485117047112122
ieee30,ai_data_center_100mw_bus_20,20,100.0,7,50,100,True,True,273.10029515821094,267.4381185481709,5.662176610040035,0.9417194841643803,0.9556216337457989
ieee30,ai_data_center_100mw_bus_20,20,100.0,9,50,100,True,True,273.10029515821094,250.4151849922049,22.68511016600604,0.9417194841643803,0.9536551010501212
ieee30,ai_data_center_100mw_bus_20,20,100.0,11,50,100,True,True,273.10029515821094,274.07299984976873,-0.9727046915577944,0.9417194841643803,0.9504776989123995
ieee30,ai_data_center_100mw_bus_20,20,100.0,13,50,100,True,True,273.10029515821094,275.0568902297964,-1.9565950715854683,0.9417194841643803,0.950330870545638
ieee30,ai_data_center_100mw_bus_20,20,100.0,14,50,100,True,True,273.10029515821094,275.39631292361463,-2.2960177654036897,0.9417194841643803,0.9506069482278736
ieee30,ai_data_center_100mw_bus_20,20,100.0,15,50,100,True,True,273.10029515821094,272.1019983368209,0.9982968213900563,0.9417194841643803,0.9516767631732876
ieee30,ai_data_center_100mw_bus_20,20,100.0,16,50,100,True,True,273.10029515821094,255.2558690702785,17.844426087932447,0.9417194841643803,0.9530873967208703
ieee30,ai_data_center_100mw_bus_20,20,100.0,17,50,100,True,True,273.10029515821094,267.659142027222,5.441153130988937,0.9417194841643803,0.9515463868055766
ieee30,ai_data_center_100mw_bus_20,20,100.0,18,50,100,True,True,273.10029515821094,262.7255208005841,10.374774357626848,0.9417194841643803,0.9522090336640117
ieee30,ai_data_center_100mw_bus_20,20,100.0,19,50,100,True,True,273.10029515821094,260.25011768522177,12.850177472989174,0.9417194841643803,0.9525113649024176
ieee30,ai_data_center_100mw_bus_20,20,100.0,20,50,100,True,True,273.10029515821094,206.63901066142776,66.46128449678318,0.9417194841643803,0.9525005130556013
ieee30,ai_data_center_100mw_bus_20,20,100.0,22,50,100,True,True,273.10029515821094,286.06466588180825,-12.964370723597312,0.9417194841643803,0.9494531235922791
ieee30,ai_data_center_100mw_bus_20,20,100.0,23,50,100,True,True,273.10029515821094,322.22805032155617,-49.12775516334523,0.9417194841643803,0.9508873499262092
ieee30,ai_data_center_100mw_bus_20,20,100.0,25,50,100,True,True,273.10029515821094,282.1845309024384,-9.084235744227442,0.9417194841643803,0.949601197311062
ieee30,ai_data_center_100mw_bus_20,20,100.0,28,50,100,True,True,273.10029515821094,276.6884572214271,-3.5881620632161457,0.9417194841643803,0.9494487148804666
ieee30,ai_data_center_100mw_bus_20,20,100.0,29,50,100,True,True,273.10029515821094,276.7001151596959,-3.599820001484943,0.9417194841643803,0.9494627370312051
ieee30,ai_data_center_250mw_bus_19,19,250.0,1,50,100,False,False,,,,,
ieee30,ai_data_center_250mw_bus_19,19,250.0,2,50,100,False,False,,,,,
ieee30,ai_data_center_250mw_bus_19,19,250.0,3,50,100,False,False,,,,,
ieee30,ai_data_center_250mw_bus_19,19,250.0,6,50,100,False,False,,,,,
ieee30,ai_data_center_250mw_bus_19,19,250.0,7,50,100,False,False,,,,,
ieee30,ai_data_center_250mw_bus_19,19,250.0,9,50,100,False,False,,,,,
ieee30,ai_data_center_250mw_bus_19,19,250.0,11,50,100,False,False,,,,,
ieee30,ai_data_center_250mw_bus_19,19,250.0,13,50,100,False,False,,,,,
ieee30,ai_data_center_250mw_bus_19,19,250.0,14,50,100,False,False,,,,,
ieee30,ai_data_center_250mw_bus_19,19,250.0,15,50,100,False,False,,,,,
ieee30,ai_data_center_250mw_bus_19,19,250.0,16,50,100,False,False,,,,,
ieee30,ai_data_center_250mw_bus_19,19,250.0,17,50,100,False,False,,,,,
ieee30,ai_data_center_250mw_bus_19,19,250.0,18,50,100,False,False,,,,,
ieee30,ai_data_center_250mw_bus_19,19,250.0,19,50,100,False,False,,,,,
ieee30,ai_data_center_250mw_bus_19,19,250.0,20,50,100,False,False,,,,,
ieee30,ai_data_center_250mw_bus_19,19,250.0,22,50,100,False,False,,,,,
ieee30,ai_data_center_250mw_bus_19,19,250.0,23,50,100,False,False,,,,,
ieee30,ai_data_center_250mw_bus_19,19,250.0,25,50,100,False,False,,,,,
ieee30,ai_data_center_250mw_bus_19,19,250.0,28,50,100,False,False,,,,,
ieee30,ai_data_center_250mw_bus_19,19,250.0,29,50,100,False,False,,,,,
ieee30,ai_data_center_250mw_bus_2,2,250.0,1,50,100,True,True,140.30740524531436,145.1911088068863,-4.883703561571934,0.862578557332087,0.8633311402993908
ieee30,ai_data_center_250mw_bus_2,2,250.0,2,50,100,True,True,140.30740524531436,123.00918076608525,17.298224479229106,0.862578557332087,0.8835081726635554
ieee30,ai_data_center_250mw_bus_2,2,250.0,3,50,100,True,True,140.30740524531436,127.04743833608352,13.25996690923084,0.862578557332087,0.8751681154472548
ieee30,ai_data_center_250mw_bus_2,2,250.0,6,50,100,True,True,140.30740524531436,126.91293774580994,13.394467499504415,0.862578557332087,0.8697072463684186
ieee30,ai_data_center_250mw_bus_2,2,250.0,7,50,100,True,True,140.30740524531436,125.47059531862334,14.836809926691018,0.862578557332087,0.8718455595605168
ieee30,ai_data_center_250mw_bus_2,2,250.0,9,50,100,True,True,140.30740524531436,125.92896839518586,14.378436850128494,0.862578557332087,0.8721989046098123
ieee30,ai_data_center_250mw_bus_2,2,250.0,11,50,100,True,True,140.30740524531436,132.07978337455862,8.22762187075574,0.862578557332087,0.8731440520980109
ieee30,ai_data_center_250mw_bus_2,2,250.0,13,50,100,True,True,140.30740524531436,138.1214559530528,2.1859492922615686,0.862578557332087,0.872458512683711
ieee30,ai_data_center_250mw_bus_2,2,250.0,14,50,100,True,True,140.30740524531436,133.40321033743706,6.904194907877297,0.862578557332087,0.872141749381072
ieee30,ai_data_center_250mw_bus_2,2,250.0,15,50,100,True,True,140.30740524531436,178.29056713883065,-37.9831618935163,0.862578557332087,0.87256265747487
ieee30,ai_data_center_250mw_bus_2,2,250.0,16,50,100,True,True,140.30740524531436,125.94628175501947,14.361123490294887,0.862578557332087,0.8723207123640735
ieee30,ai_data_center_250mw_bus_2,2,250.0,17,50,100,True,True,140.30740524531436,171.6576770872171,-31.350271841902753,0.862578557332087,0.8720330542234971
ieee30,ai_data_center_250mw_bus_2,2,250.0,18,50,100,True,True,140.30740524531436,125.93177724535349,14.37562799996087,0.862578557332087,0.8720953316231821
ieee30,ai_data_center_250mw_bus_2,2,250.0,19,50,100,True,True,140.30740524531436,125.90487327572369,14.402531969590669,0.862578557332087,0.8720846450418689
ieee30,ai_data_center_250mw_bus_2,2,250.0,20,50,100,True,True,140.30740524531436,125.87520076050507,14.43220448480929,0.862578557332087,0.870969172672071
ieee30,ai_data_center_250mw_bus_2,2,250.0,22,50,100,True,True,140.30740524531436,241.25898292556244,-100.95157768024808,0.862578557332087,0.8700309297981645
ieee30,ai_data_center_250mw_bus_2,2,250.0,23,50,100,True,True,140.30740524531436,183.9258739061456,-43.61846866083124,0.862578557332087,0.8704756490154302
ieee30,ai_data_center_250mw_bus_2,2,250.0,25,50,100,True,True,140.30740524531436,265.2424859346296,-124.93508068931524,0.862578557332087,0.8696023792925173
ieee30,ai_data_center_250mw_bus_2,2,250.0,28,50,100,True,True,140.30740524531436,176.89110838364962,-36.58370313833527,0.862578557332087,0.8696326073431113
ieee30,ai_data_center_250mw_bus_2,2,250.0,29,50,100,True,True,140.30740524531436,158.08221659282066,-17.7748113475063,0.862578557332087,0.8696456919964266
ieee30,ai_data_center_250mw_bus_20,20,250.0,1,50,100,True,True,634.3113446299577,634.1249321212574,0.18641250870030035,0.8755669801236527,0.875663119467122
ieee30,ai_data_center_250mw_bus_20,20,250.0,2,50,100,True,True,634.3113446299577,627.7798418705071,6.531502759450632,0.8755669801236527,0.8836531081571398
ieee30,ai_data_center_250mw_bus_20,20,250.0,3,50,100,True,True,634.3113446299577,625.3730587124267,8.938285917531061,0.8755669801236527,0.8865890478038865
ieee30,ai_data_center_250mw_bus_20,20,250.0,6,50,100,True,True,634.3113446299577,625.0464595502181,9.264885079739656,0.8755669801236527,0.8867454426236758
ieee30,ai_data_center_250mw_bus_20,20,250.0,7,50,100,True,True,634.3113446299577,621.4036518847131,12.907692745244617,0.8755669801236527,0.8963545950506278
ieee30,ai_data_center_250mw_bus_20,20,250.0,9,50,100,True,True,634.3113446299577,581.2754312767905,53.03591335316719,0.8755669801236527,0.9039375230760284
ieee30,ai_data_center_250mw_bus_20,20,250.0,11,50,100,True,True,634.3113446299577,622.1635643629372,12.147780267020494,0.8755669801236527,0.8941547555694995
ieee30,ai_data_center_250mw_bus_20,20,250.0,13,50,100,True,True,634.3113446299577,621.3979427995472,12.913401830410521,0.8755669801236527,0.8943884054263593
ieee30,ai_data_center_250mw_bus_20,20,250.0,14,50,100,True,True,634.3113446299577,618.674072132539,15.637272497418735,0.8755669801236527,0.8959081284501769
ieee30,ai_data_center_250mw_bus_20,20,250.0,15,50,100,True,True,634.3113446299577,608.5549526669084,25.756391963049282,0.8755669801236527,0.8980739154802667
ieee30,ai_data_center_250mw_bus_20,20,250.0,16,50,100,True,True,634.3113446299577,589.9925505181434,44.31879411181433,0.8755669801236527,0.9022982643461971
ieee30,ai_data_center_250mw_bus_20,20,250.0,17,50,100,True,True,634.3113446299577,608.040203744293,26.27114088566475,0.8755669801236527,0.8984798874387778
ieee30,ai_data_center_250mw_bus_20,20,250.0,18,50,100,True,True,634.3113446299577,600.5534801553993,33.75786447455846,0.8755669801236527,0.9002208781151453
ieee30,ai_data_center_250mw_bus_20,20,250.0,19,50,100,True,True,634.3113446299577,596.685656690766,37.62568793919172,0.8755669801236527,0.9010404265817537
ieee30,ai_data_center_250mw_bus_20,20,250.0,20,50,100,True,True,634.3113446299577,522.9919338116882,111.31941081826949,0.8755669801236527,0.9052257707512075
ieee30,ai_data_center_250mw_bus_20,20,250.0,22,50,100,True,True,634.3113446299577,624.5309842648758,9.780360365081947,0.8755669801236527,0.895179151626258
ieee30,ai_data_center_250mw_bus_20,20,250.0,23,50,100,True,True,634.3113446299577,622.736262591532,11.575082038425762,0.8755669801236527,0.89931231008227
ieee30,ai_data_center_250mw_bus_20,20,250.0,25,50,100,True,True,634.3113446299577,622.1609111956661,12.150433434291585,0.8755669801236527,0.8936365990033799
ieee30,ai_data_center_250mw_bus_20,20,250.0,28,50,100,True,True,634.3113446299577,622.1212511507293,12.19009347922838,0.8755669801236527,0.8924350363299259
ieee30,ai_data_center_250mw_bus_20,20,250.0,29,50,100,True,True,634.3113446299577,622.0988016664314,12.212542963526289,0.8755669801236527,0.892468450867206
ieee118,ai_data_center_50mw_bus_79,79,50.0,10,50,100,True,True,4.475087324337669,4.475087324337679,-9.769962616701378e-15,0.9430000000000002,0.9430000000000002
ieee118,ai_data_center_50mw_bus_79,79,50.0,11,50,100,True,True,4.475087324337669,4.475087324337661,7.993605777301127e-15,0.9430000000000002,0.943
ieee118,ai_data_center_50mw_bus_79,79,50.0,15,50,100,True,True,4.475087324337669,4.475087324337677,-7.993605777301127e-15,0.9430000000000002,0.943
